Year,Season,NOC,Total_Medals,Gold,Silver,Bronze,Men_Medals,Women_Medals,Is_Host
1992,Summer,ECU,0,0,0,0,0.0,0.0,0
1992,Summer,ANG,0,0,0,0,0.0,0.0,0
1992,Summer,GUY,0,0,0,0,0.0,0.0,0
1992,Summer,MLT,0,0,0,0,0.0,0.0,0
1992,Summer,BIZ,0,0,0,0,0.0,0.0,0
1992,Summer,URU,0,0,0,0,0.0,0.0,0
1992,Summer,ZIM,0,0,0,0,0.0,0.0,0
1992,Summer,MRI,0,0,0,0,0.0,0.0,0
1992,Summer,LUX,0,0,0,0,0.0,0.0,0
1992,Summer,VIN,0,0,0,0,0.0,0.0,0
1992,Summer,MLI,0,0,0,0,0.0,0.0,0
1992,Summer,AHO,0,0,0,0,0.0,0.0,0
1992,Summer,VIE,0,0,0,0,0.0,0.0,0
1992,Summer,VEN,0,0,0,0,0.0,0.0,0
1992,Summer,MON,0,0,0,0,0.0,0.0,0
1992,Summer,ARU,0,0,0,0,0.0,0.0,0
1992,Summer,BOT,0,0,0,0,0.0,0.0,0
1992,Summer,SWZ,0,0,0,0,0.0,0.0,0
1992,Summer,SUD,0,0,0,0,0.0,0.0,0
1992,Summer,MOZ,0,0,0,0,0.0,0.0,0
1992,Summer,GRN,0,0,0,0,0.0,0.0,0
1992,Summer,VAN,0,0,0,0,0.0,0.0,0
1992,Summer,BUR,0,0,0,0,0.0,0.0,0
1992,Summer,IVB,0,0,0,0,0.0,0.0,0
1992,Summer,HAI,0,0,0,0,0.0,0.0,0
1992,Summer,ESA,0,0,0,0,0.0,0.0,0
1992,Summer,NIG,0,0,0,0,0.0,0.0,0
1992,Summer,GAM,0,0,0,0,0.0,0.0,0
1992,Summer,BHU,0,0,0,0,0.0,0.0,0
1992,Summer,CMR,0,0,0,0,0.0,0.0,0
1992,Summer,LAO,0,0,0,0,0.0,0.0,0
1992,Summer,MYA,0,0,0,0,0.0,0.0,0
1992,Summer,TGA,0,0,0,0,0.0,0.0,0
1992,Summer,UGA,0,0,0,0,0.0,0.0,0
1992,Summer,LES,0,0,0,0,0.0,0.0,0
1992,Summer,RWA,0,0,0,0,0.0,0.0,0
1992,Summer,MAW,0,0,0,0,0.0,0.0,0
1992,Summer,COK,0,0,0,0,0.0,0.0,0
1992,Summer,MAD,0,0,0,0,0.0,0.0,0
1992,Summer,NEP,0,0,0,0,0.0,0.0,0
1992,Winter,GER,26,10,10,6,12.0,14.0,0
1992,Winter,EUN,23,9,6,8,5.0,18.0,0
1992,Winter,AUT,21,6,7,8,13.0,8.0,0
1992,Winter,NOR,17,7,5,5,15.0,2.0,0
1992,Winter,ITA,14,4,6,4,10.0,4.0,0
1992,Winter,USA,11,5,4,2,2.0,9.0,0
1992,Winter,FRA,9,3,5,1,5.0,4.0,1
1992,Winter,JPN,7,1,2,4,5.0,2.0,0
1992,Winter,CAN,7,2,3,2,3.0,4.0,0
1992,Winter,FIN,7,3,1,3,5.0,2.0,0
1992,Winter,NED,4,1,1,2,4.0,0.0,0
1992,Winter,SWE,4,1,0,3,3.0,1.0,0
1992,Winter,KOR,4,2,1,1,4.0,0.0,0
1992,Winter,SUI,3,1,0,2,3.0,0.0,0
1992,Winter,TCH,3,0,0,3,3.0,0.0,0
1992,Winter,CHN,3,0,3,0,0.0,3.0,0
1992,Winter,LUX,2,0,2,0,2.0,0.0,0
1992,Winter,ESP,1,0,0,1,0.0,1.0,0
1992,Winter,PRK,1,0,0,1,0.0,1.0,0
1992,Winter,NZL,1,0,1,0,0.0,1.0,0
1992,Winter,ISV,0,0,0,0,0.0,0.0,0
1992,Winter,LIB,0,0,0,0,0.0,0.0,0
1992,Winter,POL,0,0,0,0,0.0,0.0,0
1992,Winter,MAR,0,0,0,0,0.0,0.0,0
1992,Winter,ARG,0,0,0,0,0.0,0.0,0
1992,Winter,BUL,0,0,0,0,0.0,0.0,0
1992,Winter,MGL,0,0,0,0,0.0,0.0,0
1992,Winter,MEX,0,0,0,0,0.0,0.0,0
1992,Winter,PUR,0,0,0,0,0.0,0.0,0
1992,Winter,GRE,0,0,0,0,0.0,0.0,0
1992,Winter,LAT,0,0,0,0,0.0,0.0,0
1992,Winter,ROU,0,0,0,0,0.0,0.0,0
1992,Winter,BRA,0,0,0,0,0.0,0.0,0
1992,Winter,BOL,0,0,0,0,0.0,0.0,0
1992,Winter,CYP,0,0,0,0,0.0,0.0,0
1992,Winter,GBR,0,0,0,0,0.0,0.0,0
1992,Winter,YUG,0,0,0,0,0.0,0.0,0
1992,Winter,HUN,0,0,0,0,0.0,0.0,0
1992,Winter,SLO,0,0,0,0,0.0,0.0,0
1992,Winter,MON,0,0,0,0,0.0,0.0,0
1992,Winter,DEN,0,0,0,0,0.0,0.0,0
1992,Winter,TUR,0,0,0,0,0.0,0.0,0
1992,Winter,ISL,0,0,0,0,0.0,0.0,0
1992,Winter,BEL,0,0,0,0,0.0,0.0,0
1992,Winter,ALG,0,0,0,0,0.0,0.0,0
1992,Winter,LIE,0,0,0,0,0.0,0.0,0
1992,Winter,AUS,0,0,0,0,0.0,0.0,0
1992,Winter,AHO,0,0,0,0,0.0,0.0,0
1992,Winter,TPE,0,0,0,0,0.0,0.0,0
1992,Winter,CRC,0,0,0,0,0.0,0.0,0
1992,Winter,IND,0,0,0,0,0.0,0.0,0
1992,Winter,CRO,0,0,0,0,0.0,0.0,0
1992,Winter,LTU,0,0,0,0,0.0,0.0,0
1992,Winter,SMR,0,0,0,0,0.0,0.0,0
1992,Winter,AND,0,0,0,0,0.0,0.0,0
1992,Winter,SWZ,0,0,0,0,0.0,0.0,0
1992,Winter,SEN,0,0,0,0,0.0,0.0,0
1992,Winter,JAM,0,0,0,0,0.0,0.0,0
1992,Winter,EST,0,0,0,0,0.0,0.0,0
1992,Winter,CHI,0,0,0,0,0.0,0.0,0
1992,Winter,IRL,0,0,0,0,0.0,0.0,0
1992,Winter,HON,0,0,0,0,0.0,0.0,0
1992,Winter,BER,0,0,0,0,0.0,0.0,0
1992,Winter,PHI,0,0,0,0,0.0,0.0,0
1994,Winter,GER,24,9,7,8,13.0,11.0,0
1994,Winter,NOR,23,8,10,5,19.0,4.0,1
1994,Winter,RUS,23,11,8,4,10.0,13.0,0
1994,Winter,ITA,20,7,5,8,10.0,10.0,0
1994,Winter,USA,13,6,5,2,4.0,9.0,0
1994,Winter,CAN,13,3,6,4,7.0,6.0,0
1994,Winter,SUI,9,3,4,2,6.0,3.0,0
1994,Winter,AUT,9,2,3,4,5.0,4.0,0
1994,Winter,FIN,6,0,1,5,4.0,2.0,0
1994,Winter,KOR,6,4,1,1,3.0,3.0,0
1994,Winter,JPN,5,1,2,2,4.0,1.0,0
1994,Winter,FRA,5,0,1,4,3.0,2.0,0
1994,Winter,NED,4,0,1,3,4.0,0.0,0
1994,Winter,SWE,3,2,1,0,1.0,2.0,0
1994,Winter,KAZ,3,1,2,0,3.0,0.0,0
1994,Winter,CHN,3,0,1,2,0.0,3.0,0
1994,Winter,SLO,3,0,0,3,1.0,2.0,0
1994,Winter,UKR,2,1,0,1,0.0,2.0,0
1994,Winter,GBR,2,0,0,2,2.0,0.0,0
1994,Winter,BLR,2,0,2,0,1.0,1.0,0
1994,Winter,AUS,1,0,0,1,1.0,0.0,0
1994,Winter,UZB,1,1,0,0,0.0,1.0,0
1994,Winter,ISV,0,0,0,0,0.0,0.0,0
1994,Winter,GEO,0,0,0,0,0.0,0.0,0
1994,Winter,BUL,0,0,0,0,0.0,0.0,0
1994,Winter,CZE,0,0,0,0,0.0,0.0,0
1994,Winter,DEN,0,0,0,0,0.0,0.0,0
1994,Winter,ARM,0,0,0,0,0.0,0.0,0
1994,Winter,EST,0,0,0,0,0.0,0.0,0
1994,Winter,PUR,0,0,0,0,0.0,0.0,0
1994,Winter,GRE,0,0,0,0,0.0,0.0,0
1994,Winter,ESP,0,0,0,0,0.0,0.0,0
1994,Winter,ROU,0,0,0,0,0.0,0.0,0
1994,Winter,ISL,0,0,0,0,0.0,0.0,0
1994,Winter,LAT,0,0,0,0,0.0,0.0,0
1994,Winter,BIH,0,0,0,0,0.0,0.0,0
1994,Winter,SVK,0,0,0,0,0.0,0.0,0
1994,Winter,MGL,0,0,0,0,0.0,0.0,0
1994,Winter,ARG,0,0,0,0,0.0,0.0,0
1994,Winter,HUN,0,0,0,0,0.0,0.0,0
1994,Winter,MON,0,0,0,0,0.0,0.0,0
1994,Winter,BEL,0,0,0,0,0.0,0.0,0
1994,Winter,POL,0,0,0,0,0.0,0.0,0
1994,Winter,LIE,0,0,0,0,0.0,0.0,0
1994,Winter,TPE,0,0,0,0,0.0,0.0,0
1994,Winter,NZL,0,0,0,0,0.0,0.0,0
1994,Winter,SMR,0,0,0,0,0.0,0.0,0
1994,Winter,LTU,0,0,0,0,0.0,0.0,0
1994,Winter,AND,0,0,0,0,0.0,0.0,0
1994,Winter,CYP,0,0,0,0,0.0,0.0,0
1994,Winter,MDA,0,0,0,0,0.0,0.0,0
1994,Winter,LUX,0,0,0,0,0.0,0.0,0
1994,Winter,SEN,0,0,0,0,0.0,0.0,0
1994,Winter,TTO,0,0,0,0,0.0,0.0,0
1994,Winter,ASA,0,0,0,0,0.0,0.0,0
1994,Winter,CHI,0,0,0,0,0.0,0.0,0
1994,Winter,POR,0,0,0,0,0.0,0.0,0
1994,Winter,RSA,0,0,0,0,0.0,0.0,0
1994,Winter,BRA,0,0,0,0,0.0,0.0,0
1994,Winter,CRO,0,0,0,0,0.0,0.0,0
1994,Winter,BER,0,0,0,0,0.0,0.0,0
1994,Winter,FIJ,0,0,0,0,0.0,0.0,0
1994,Winter,KGZ,0,0,0,0,0.0,0.0,0
1994,Winter,ISR,0,0,0,0,0.0,0.0,0
1994,Winter,JAM,0,0,0,0,0.0,0.0,0
1994,Winter,MEX,0,0,0,0,0.0,0.0,0
1994,Winter,TUR,0,0,0,0,0.0,0.0,0
1996,Summer,USA,101,44,32,25,61.0,40.0,1
1996,Summer,GER,65,20,18,27,42.0,23.0,0
1996,Summer,RUS,63,26,21,16,45.0,18.0,0
1996,Summer,CHN,50,16,22,12,22.0,28.0,0
1996,Summer,AUS,41,9,9,23,24.0,17.0,0
1996,Summer,FRA,37,15,7,15,21.0,16.0,0
1996,Summer,ITA,35,13,10,12,22.0,13.0,0
1996,Summer,KOR,27,7,15,5,14.0,13.0,0
1996,Summer,CUB,25,9,8,8,18.0,7.0,0
1996,Summer,UKR,23,9,2,12,13.0,10.0,0
1996,Summer,CAN,22,3,11,8,11.0,11.0,0
1996,Summer,HUN,21,7,4,10,15.0,6.0,0
1996,Summer,NED,19,4,5,10,8.0,11.0,0
1996,Summer,ROU,19,4,7,8,7.0,12.0,0
1996,Summer,ESP,17,5,6,6,11.0,6.0,0
1996,Summer,POL,17,7,5,5,13.0,4.0,0
1996,Summer,BRA,15,3,3,9,11.0,4.0,0
1996,Summer,GBR,15,1,8,6,14.0,1.0,0
1996,Summer,BLR,15,1,6,8,11.0,4.0,0
1996,Summer,BUL,15,3,7,5,11.0,4.0,0
1996,Summer,JPN,14,3,6,5,7.0,7.0,0
1996,Summer,KAZ,11,3,4,4,11.0,0.0,0
1996,Summer,CZE,11,4,3,4,7.0,4.0,0
1996,Summer,GRE,8,4,4,0,7.0,1.0,0
1996,Summer,KEN,8,1,4,3,7.0,1.0,0
1996,Summer,SWE,8,2,4,2,5.0,3.0,0
1996,Summer,NOR,7,2,2,3,5.0,2.0,0
1996,Summer,SUI,7,4,3,0,6.0,1.0,0
1996,Summer,TUR,6,4,1,1,6.0,0.0,0
1996,Summer,NGR,6,2,1,3,2.0,4.0,0
1996,Summer,DEN,6,4,1,1,3.0,3.0,0
1996,Summer,NZL,6,3,2,1,4.0,2.0,0
1996,Summer,JAM,6,1,3,2,2.0,4.0,0
1996,Summer,BEL,6,2,2,2,3.0,3.0,0
1996,Summer,RSA,5,3,1,1,2.0,3.0,0
1996,Summer,PRK,5,2,1,2,4.0,1.0,0
1996,Summer,FIN,4,1,2,1,3.0,1.0,0
1996,Summer,IRL,4,3,0,1,0.0,4.0,0
1996,Summer,INA,4,1,1,2,2.0,2.0,0
1996,Summer,SCG,4,1,1,2,2.0,2.0,0
1996,Summer,ALG,3,2,0,1,3.0,0.0,0
1996,Summer,ETH,3,2,0,1,1.0,2.0,0
1996,Summer,ARG,3,0,2,1,3.0,0.0,0
1996,Summer,SVK,3,1,1,1,3.0,0.0,0
1996,Summer,AUT,3,0,1,2,2.0,1.0,0
1996,Summer,IRI,3,1,1,1,3.0,0.0,0
1996,Summer,MAS,2,0,1,1,2.0,0.0,0
1996,Summer,UZB,2,0,1,1,2.0,0.0,0
1996,Summer,GEO,2,0,0,2,2.0,0.0,0
1996,Summer,SLO,2,0,2,0,1.0,1.0,0
1996,Summer,POR,2,1,0,1,1.0,1.0,0
1996,Summer,MAR,2,0,0,2,2.0,0.0,0
1996,Summer,CRO,2,1,1,0,2.0,0.0,0
1996,Summer,MDA,2,0,1,1,2.0,0.0,0
1996,Summer,TTO,2,0,0,2,2.0,0.0,0
1996,Summer,ARM,2,1,1,0,2.0,0.0,0
1996,Summer,NAM,2,0,2,0,2.0,0.0,0
1996,Summer,THA,2,1,0,1,2.0,0.0,0
1996,Summer,AZE,1,0,1,0,1.0,0.0,0
1996,Summer,IND,1,0,0,1,1.0,0.0,0
1996,Summer,MEX,1,0,0,1,1.0,0.0,0
1996,Summer,UGA,1,0,0,1,1.0,0.0,0
1996,Summer,SYR,1,1,0,0,0.0,1.0,0
1996,Summer,PUR,1,0,0,1,1.0,0.0,0
1996,Summer,TUN,1,0,0,1,1.0,0.0,0
1996,Summer,LTU,1,0,0,1,1.0,0.0,0
1996,Summer,ISR,1,0,0,1,1.0,0.0,0
1996,Summer,TPE,1,0,1,0,0.0,1.0,0
1996,Summer,MGL,1,0,0,1,1.0,0.0,0
1996,Summer,LAT,1,0,1,0,1.0,0.0,0
1996,Summer,CRC,1,1,0,0,0.0,1.0,0
1996,Summer,PHI,1,0,1,0,1.0,0.0,0
1996,Summer,ECU,1,1,0,0,1.0,0.0,0
1996,Summer,HKG,1,1,0,0,0.0,1.0,0
1996,Summer,ZAM,1,0,1,0,1.0,0.0,0
1996,Summer,BAH,1,0,1,0,0.0,1.0,0
1996,Summer,BDI,1,1,0,0,1.0,0.0,0
1996,Summer,TGA,1,0,1,0,1.0,0.0,0
1996,Summer,MOZ,1,0,0,1,0.0,1.0,0
1996,Summer,EST,0,0,0,0,0.0,0.0,0
1996,Summer,PAK,0,0,0,0,0.0,0.0,0
1996,Summer,EGY,0,0,0,0,0.0,0.0,0
1996,Summer,LBA,0,0,0,0,0.0,0.0,0
1996,Summer,QAT,0,0,0,0,0.0,0.0,0
1996,Summer,COM,0,0,0,0,0.0,0.0,0
1996,Summer,CHA,0,0,0,0,0.0,0.0,0
1996,Summer,BRU,0,0,0,0,0.0,0.0,0
1996,Summer,UAE,0,0,0,0,0.0,0.0,0
1996,Summer,SGP,0,0,0,0,0.0,0.0,0
1996,Summer,CMR,0,0,0,0,0.0,0.0,0
1996,Summer,CIV,0,0,0,0,0.0,0.0,0
1996,Summer,GHA,0,0,0,0,0.0,0.0,0
1996,Summer,VEN,0,0,0,0,0.0,0.0,0
1996,Summer,PLE,0,0,0,0,0.0,0.0,0
1996,Summer,SUD,0,0,0,0,0.0,0.0,0
1996,Summer,SOM,0,0,0,0,0.0,0.0,0
1996,Summer,SUR,0,0,0,0,0.0,0.0,0
1996,Summer,DMA,0,0,0,0,0.0,0.0,0
1996,Summer,HAI,0,0,0,0,0.0,0.0,0
1996,Summer,BEN,0,0,0,0,0.0,0.0,0
1996,Summer,NCA,0,0,0,0,0.0,0.0,0
1996,Summer,IRQ,0,0,0,0,0.0,0.0,0
1996,Summer,MTN,0,0,0,0,0.0,0.0,0
1996,Summer,PNG,0,0,0,0,0.0,0.0,0
1996,Summer,TOG,0,0,0,0,0.0,0.0,0
1996,Summer,KUW,0,0,0,0,0.0,0.0,0
1996,Summer,KSA,0,0,0,0,0.0,0.0,0
1996,Summer,BRN,0,0,0,0,0.0,0.0,0
1996,Summer,OMA,0,0,0,0,0.0,0.0,0
1996,Summer,YEM,0,0,0,0,0.0,0.0,0
1996,Summer,JOR,0,0,0,0,0.0,0.0,0
1996,Summer,BAN,0,0,0,0,0.0,0.0,0
1996,Summer,DOM,0,0,0,0,0.0,0.0,0
1996,Summer,KGZ,0,0,0,0,0.0,0.0,0
1996,Summer,ISL,0,0,0,0,0.0,0.0,0
1996,Summer,DJI,0,0,0,0,0.0,0.0,0
1996,Summer,GBS,0,0,0,0,0.0,0.0,0
1996,Summer,SLE,0,0,0,0,0.0,0.0,0
1996,Summer,COD,0,0,0,0,0.0,0.0,0
1996,Summer,SMR,0,0,0,0,0.0,0.0,0
1996,Summer,MDV,0,0,0,0,0.0,0.0,0
1996,Summer,LAO,0,0,0,0,0.0,0.0,0
1996,Summer,SOL,0,0,0,0,0.0,0.0,0
1996,Summer,CPV,0,0,0,0,0.0,0.0,0
1996,Summer,CYP,0,0,0,0,0.0,0.0,0
1996,Summer,HON,0,0,0,0,0.0,0.0,0
1996,Summer,COL,0,0,0,0,0.0,0.0,0
1996,Summer,CHI,0,0,0,0,0.0,0.0,0
1996,Summer,PER,0,0,0,0,0.0,0.0,0
1996,Summer,GEQ,0,0,0,0,0.0,0.0,0
1996,Summer,TKM,0,0,0,0,0.0,0.0,0
1996,Summer,IVB,0,0,0,0,0.0,0.0,0
1996,Summer,SEY,0,0,0,0,0.0,0.0,0
1996,Summer,STP,0,0,0,0,0.0,0.0,0
1996,Summer,CGO,0,0,0,0,0.0,0.0,0
1996,Summer,VIN,0,0,0,0,0.0,0.0,0
1996,Summer,BOT,0,0,0,0,0.0,0.0,0
1996,Summer,LCA,0,0,0,0,0.0,0.0,0
1996,Summer,CAY,0,0,0,0,0.0,0.0,0
1996,Summer,AND,0,0,0,0,0.0,0.0,0
1996,Summer,URU,0,0,0,0,0.0,0.0,0
1996,Summer,ANT,0,0,0,0,0.0,0.0,0
1996,Summer,SKN,0,0,0,0,0.0,0.0,0
1996,Summer,PAN,0,0,0,0,0.0,0.0,0
1996,Summer,PAR,0,0,0,0,0.0,0.0,0
1996,Summer,BER,0,0,0,0,0.0,0.0,0
1996,Summer,MRI,0,0,0,0,0.0,0.0,0
1996,Summer,ISV,0,0,0,0,0.0,0.0,0
1996,Summer,ESA,0,0,0,0,0.0,0.0,0
1996,Summer,GUM,0,0,0,0,0.0,0.0,0
1996,Summer,CAF,0,0,0,0,0.0,0.0,0
1996,Summer,ALB,0,0,0,0,0.0,0.0,0
1996,Summer,SRI,0,0,0,0,0.0,0.0,0
1996,Summer,ANG,0,0,0,0,0.0,0.0,0
1996,Summer,ZIM,0,0,0,0,0.0,0.0,0
1996,Summer,LIE,0,0,0,0,0.0,0.0,0
1996,Summer,GUA,0,0,0,0,0.0,0.0,0
1996,Summer,NEP,0,0,0,0,0.0,0.0,0
1996,Summer,FIJ,0,0,0,0,0.0,0.0,0
1996,Summer,MLT,0,0,0,0,0.0,0.0,0
1996,Summer,TJK,0,0,0,0,0.0,0.0,0
1996,Summer,MKD,0,0,0,0,0.0,0.0,0
1996,Summer,GAB,0,0,0,0,0.0,0.0,0
1996,Summer,GRN,0,0,0,0,0.0,0.0,0
1996,Summer,ASA,0,0,0,0,0.0,0.0,0
1996,Summer,BOL,0,0,0,0,0.0,0.0,0
1996,Summer,MLI,0,0,0,0,0.0,0.0,0
1996,Summer,VIE,0,0,0,0,0.0,0.0,0
1996,Summer,LIB,0,0,0,0,0.0,0.0,0
1996,Summer,LBR,0,0,0,0,0.0,0.0,0
1996,Summer,BAR,0,0,0,0,0.0,0.0,0
1996,Summer,AHO,0,0,0,0,0.0,0.0,0
1996,Summer,BIH,0,0,0,0,0.0,0.0,0
1996,Summer,NRU,0,0,0,0,0.0,0.0,0
1996,Summer,SEN,0,0,0,0,0.0,0.0,0
1996,Summer,GUI,0,0,0,0,0.0,0.0,0
1996,Summer,MON,0,0,0,0,0.0,0.0,0
1996,Summer,ARU,0,0,0,0,0.0,0.0,0
1996,Summer,GUY,0,0,0,0,0.0,0.0,0
1996,Summer,LUX,0,0,0,0,0.0,0.0,0
1996,Summer,GAM,0,0,0,0,0.0,0.0,0
1996,Summer,BIZ,0,0,0,0,0.0,0.0,0
1996,Summer,SAM,0,0,0,0,0.0,0.0,0
1996,Summer,AFG,0,0,0,0,0.0,0.0,0
1996,Summer,CAM,0,0,0,0,0.0,0.0,0
1996,Summer,TAN,0,0,0,0,0.0,0.0,0
1996,Summer,MYA,0,0,0,0,0.0,0.0,0
1996,Summer,RWA,0,0,0,0,0.0,0.0,0
1996,Summer,VAN,0,0,0,0,0.0,0.0,0
1996,Summer,BHU,0,0,0,0,0.0,0.0,0
1996,Summer,BUR,0,0,0,0,0.0,0.0,0
1996,Summer,NIG,0,0,0,0,0.0,0.0,0
1996,Summer,LES,0,0,0,0,0.0,0.0,0
1996,Summer,SWZ,0,0,0,0,0.0,0.0,0
1996,Summer,MAW,0,0,0,0,0.0,0.0,0
1996,Summer,COK,0,0,0,0,0.0,0.0,0
1996,Summer,MAD,0,0,0,0,0.0,0.0,0
1998,Winter,GER,29,12,9,8,8.0,21.0,0
1998,Winter,NOR,22,8,9,5,16.0,6.0,0
1998,Winter,RUS,18,9,6,3,5.0,13.0,0
1998,Winter,AUT,17,3,5,9,12.0,5.0,0
1998,Winter,CAN,15,6,5,4,8.0,7.0,0
1998,Winter,USA,13,6,3,4,5.0,8.0,0
1998,Winter,FIN,12,2,4,6,11.0,1.0,0
1998,Winter,NED,11,5,4,2,9.0,2.0,0
1998,Winter,ITA,10,2,6,2,6.0,4.0,0
1998,Winter,JPN,10,5,1,4,8.0,2.0,1
1998,Winter,FRA,8,2,1,5,5.0,3.0,0
1998,Winter,CHN,8,0,6,2,3.0,5.0,0
1998,Winter,SUI,7,2,2,3,6.0,1.0,0
1998,Winter,KOR,6,3,1,2,2.0,4.0,0
1998,Winter,CZE,3,1,1,1,1.0,2.0,0
1998,Winter,SWE,3,0,2,1,1.0,2.0,0
1998,Winter,BLR,2,0,0,2,2.0,0.0,0
1998,Winter,KAZ,2,0,0,2,1.0,1.0,0
1998,Winter,GBR,1,0,0,1,1.0,0.0,0
1998,Winter,UKR,1,0,1,0,0.0,1.0,0
1998,Winter,AUS,1,0,0,1,0.0,1.0,0
1998,Winter,BUL,1,1,0,0,0.0,1.0,0
1998,Winter,DEN,1,0,1,0,0.0,1.0,0
1998,Winter,BEL,1,0,0,1,1.0,0.0,0
1998,Winter,EST,0,0,0,0,0.0,0.0,0
1998,Winter,ISV,0,0,0,0,0.0,0.0,0
1998,Winter,LAT,0,0,0,0,0.0,0.0,0
1998,Winter,GEO,0,0,0,0,0.0,0.0,0
1998,Winter,POL,0,0,0,0,0.0,0.0,0
1998,Winter,TUR,0,0,0,0,0.0,0.0,0
1998,Winter,PUR,0,0,0,0,0.0,0.0,0
1998,Winter,GRE,0,0,0,0,0.0,0.0,0
1998,Winter,ESP,0,0,0,0,0.0,0.0,0
1998,Winter,AZE,0,0,0,0,0.0,0.0,0
1998,Winter,ROU,0,0,0,0,0.0,0.0,0
1998,Winter,BRA,0,0,0,0,0.0,0.0,0
1998,Winter,ISL,0,0,0,0,0.0,0.0,0
1998,Winter,SVK,0,0,0,0,0.0,0.0,0
1998,Winter,HUN,0,0,0,0,0.0,0.0,0
1998,Winter,LTU,0,0,0,0,0.0,0.0,0
1998,Winter,MGL,0,0,0,0,0.0,0.0,0
1998,Winter,BIH,0,0,0,0,0.0,0.0,0
1998,Winter,NZL,0,0,0,0,0.0,0.0,0
1998,Winter,MON,0,0,0,0,0.0,0.0,0
1998,Winter,VEN,0,0,0,0,0.0,0.0,0
1998,Winter,KEN,0,0,0,0,0.0,0.0,0
1998,Winter,SLO,0,0,0,0,0.0,0.0,0
1998,Winter,LIE,0,0,0,0,0.0,0.0,0
1998,Winter,MDA,0,0,0,0,0.0,0.0,0
1998,Winter,ARG,0,0,0,0,0.0,0.0,0
1998,Winter,ISR,0,0,0,0,0.0,0.0,0
1998,Winter,TPE,0,0,0,0,0.0,0.0,0
1998,Winter,UZB,0,0,0,0,0.0,0.0,0
1998,Winter,ARM,0,0,0,0,0.0,0.0,0
1998,Winter,MKD,0,0,0,0,0.0,0.0,0
1998,Winter,IRL,0,0,0,0,0.0,0.0,0
1998,Winter,SCG,0,0,0,0,0.0,0.0,0
1998,Winter,AND,0,0,0,0,0.0,0.0,0
1998,Winter,CRO,0,0,0,0,0.0,0.0,0
1998,Winter,CHI,0,0,0,0,0.0,0.0,0
1998,Winter,PRK,0,0,0,0,0.0,0.0,0
1998,Winter,JAM,0,0,0,0,0.0,0.0,0
1998,Winter,TTO,0,0,0,0,0.0,0.0,0
1998,Winter,RSA,0,0,0,0,0.0,0.0,0
1998,Winter,URU,0,0,0,0,0.0,0.0,0
1998,Winter,IND,0,0,0,0,0.0,0.0,0
1998,Winter,POR,0,0,0,0,0.0,0.0,0
1998,Winter,LUX,0,0,0,0,0.0,0.0,0
1998,Winter,IRI,0,0,0,0,0.0,0.0,0
1998,Winter,BER,0,0,0,0,0.0,0.0,0
1998,Winter,KGZ,0,0,0,0,0.0,0.0,0
1998,Winter,CYP,0,0,0,0,0.0,0.0,0
2000,Summer,USA,91,36,24,31,52.0,39.0,0
2000,Summer,RUS,89,32,28,29,53.0,36.0,0
2000,Summer,AUS,58,16,25,17,36.0,22.0,1
2000,Summer,CHN,58,28,16,14,23.0,35.0,0
2000,Summer,GER,56,13,17,26,35.0,21.0,0
2000,Summer,FRA,38,13,14,11,26.0,12.0,0
2000,Summer,ITA,34,13,8,13,23.0,11.0,0
2000,Summer,CUB,29,11,11,7,22.0,7.0,0
2000,Summer,GBR,28,11,10,7,18.0,10.0,0
2000,Summer,KOR,28,8,10,10,17.0,11.0,0
2000,Summer,ROU,26,11,6,9,7.0,19.0,0
2000,Summer,NED,25,12,9,4,10.0,15.0,0
2000,Summer,UKR,23,3,10,10,14.0,9.0,0
2000,Summer,JPN,18,5,8,5,5.0,13.0,0
2000,Summer,HUN,17,8,6,3,10.0,7.0,0
2000,Summer,BLR,17,3,3,11,9.0,8.0,0
2000,Summer,CAN,14,3,3,8,7.0,7.0,0
2000,Summer,POL,14,6,5,3,9.0,5.0,0
2000,Summer,GRE,13,4,6,3,8.0,5.0,0
2000,Summer,BUL,13,5,6,2,10.0,3.0,0
2000,Summer,SWE,12,4,5,3,7.0,5.0,0
2000,Summer,BRA,12,0,6,6,8.0,4.0,0
2000,Summer,ESP,11,3,3,5,7.0,4.0,0
2000,Summer,NOR,10,4,3,3,5.0,5.0,0
2000,Summer,JAM,9,0,6,3,2.0,7.0,0
2000,Summer,SUI,9,1,6,2,4.0,5.0,0
2000,Summer,ETH,8,4,1,3,5.0,3.0,0
2000,Summer,CZE,8,2,3,3,7.0,1.0,0
2000,Summer,KAZ,7,3,4,0,6.0,1.0,0
2000,Summer,KEN,7,2,3,2,6.0,1.0,0
2000,Summer,MEX,6,1,2,3,5.0,1.0,0
2000,Summer,DEN,6,2,3,1,4.0,2.0,0
2000,Summer,INA,6,1,3,2,3.0,3.0,0
2000,Summer,GEO,6,0,0,6,6.0,0.0,0
2000,Summer,MAR,5,0,1,4,4.0,1.0,0
2000,Summer,TUR,5,3,0,2,4.0,1.0,0
2000,Summer,RSA,5,0,2,3,3.0,2.0,0
2000,Summer,ALG,5,1,1,3,4.0,1.0,0
2000,Summer,LTU,5,2,0,3,2.0,3.0,0
2000,Summer,SVK,5,1,3,1,3.0,2.0,0
2000,Summer,BEL,5,0,2,3,2.0,3.0,0
2000,Summer,TPE,5,0,1,4,1.0,4.0,0
