GDP pc 2011 prices,Afghanistan,Angola,Albania,United Arab Emirates,Argentina,Armenia,Australia,Austria,Azerbaijan,Burundi,Belgium,Benin,Burkina Faso,Bangladesh,Bulgaria,Bahrain,Bosnia and Herzegovina,Belarus,Bolivia (Plurinational State of),Brazil,Barbados,Botswana,Central African Republic,Canada,Switzerland,Chile,China,Côte d'Ivoire,Cameroon,D.R. of the Congo,Congo,Colombia,Comoros,Cabo Verde,Costa Rica,Czechoslovakia,Cuba,Cyprus,Czech Republic,Germany,Djibouti,Dominica,Denmark,Dominican Republic,Algeria,Ecuador,Egypt,Spain,Estonia,Ethiopia,Finland,France,Gabon,United Kingdom,Georgia,Ghana,Guinea,Gambia,Guinea-Bissau,Equatorial Guinea,Greece,Guatemala,"China, Hong Kong SAR",Honduras,Croatia,Haiti,Hungary,Indonesia,India,Ireland,Iran (Islamic Republic of),Iraq,Iceland,Israel,Italy,Jamaica,Jordan,Japan,Kazakhstan,Kenya,Kyrgyzstan,Cambodia,Republic of Korea,Kuwait,Lao People's DR,Lebanon,Liberia,Libya,Saint Lucia,Sri Lanka,Lesotho,Lithuania,Luxembourg,Latvia,Morocco,Republic of Moldova,Madagascar,Mexico,TFYR of Macedonia,Mali,Malta,Myanmar,Montenegro,Mongolia,Mozambique,Mauritania,Mauritius,Malawi,Malaysia,Namibia,Niger,Nigeria,Nicaragua,Netherlands,Norway,Nepal,New Zealand,Oman,Pakistan,Panama,Peru,Philippines,Poland,Puerto Rico,D.P.R. of Korea,Portugal,Paraguay,State of Palestine,Qatar,Romania,Russian Federation,Rwanda,Saudi Arabia,Sudan (Former),Senegal,Singapore,Sierra Leone,El Salvador,Serbia,Sao Tome and Principe,Former USSR,Slovakia,Slovenia,Sweden,Swaziland,Seychelles,Syrian Arab Republic,Chad,Togo,Thailand,Tajikistan,Turkmenistan,Trinidad and Tobago,Tunisia,Turkey,"Taiwan, Province of China",U.R. of Tanzania: Mainland,Uganda,Ukraine,Uruguay,United States,Uzbekistan,Venezuela (Bolivarian Republic of),Viet Nam,Yemen,Former Yugoslavia,South Africa,Zambia,Zimbabwe
1953,1240,1795,1736,29358,7769,,11963,6594,,641,9274,1492,816,872,3323,3747,1878,,2869,2418,3803,513,1400,12726,12470.9856694293,6582,1157,1741,1148,1105,1790,3629,571,1044,3751,5649,2611,3274,,7818,3633,1073,11623,1790,2182,3185,1425,4061.81735278104,,662,7415,9060,3237,11709,,1916,563,1036,547,867,3681,3239,3982,2184,2952,1771,4441,1451,1047,5973,2531,3394,8886,4638,6790,2695,2801,3944,,1009,,792,1316.69107643201,49989,722,5968,3325,685,1326,2071,682,,13256,,2340,,1613,3602,2240,765,1779,724,1570,741,1911,736,4006,553,2295,4125,1042,1325,2997,10429,9540,877,12522,1127,1015,2649,4111,1999,4173,3937,,3663,2276,1733,49284,2249.24695176682,3849.79494849937,1090,4246,1388,2110,2794,982,2577,2348,1272,4803,,4106,11389,638,2868,4916,870,913,1490,,,6303,1983,2745,1728,697,1076,,8030,16917,,9500,1135,1482,2289,4264,1184,1211
1954,1245,1720,1785,31695,7938,,12419,7261,,665,9610,1505,838,872,3228,3883,1847,,2868,2531,3947,521,1431,12272,13171.4062803502,6237,1049,1769,1175,1148,1822,3759,590,1030,3649,5821,2611,3287,,8364,3743,1098,11749,1833,2291,3352,1417,4322.0123122369,,650,7973,9428,3335,12145,,2099,587,1068,652,901,3759,3194,4124,1997,3193,1884,4543,1517,1071,6048,2464,3926,9446,5378,7092,2962,2848,4116,,1095,,864,1372.67979924528,52920,730,6668,3427,662,1364,2066,708,,13238,,2353,,1645,3851,2289,778,1844,668,1581,764,1924,756,4095,566,2375,4254,1063,1382,3178,11010,9923,886,13936,1173,1014,2681,4117,2085,4328,4081,,3814,2255,1801,51490,2384.66337507997,4108.75225997999,1127,4642,1417,2146,3202,1023,2536,2236,1325,4951,,4623,11799,658,2992,5504,888,928,1431,,,6239,1991,2609,1825,735,1033,,8273,16512,,10020,1167,1492,2335,4404,1231,1231
1955,1246,1830,1882,31374,8348,,12795,8054,,674,10010,1474,859,810,3424,4014,2265,,2954,2675,4133,529,1462,13072,13999.4878426012,6341,1119,1796,1202,1170,1854,3783,596,1034,3921,6252,2638,3360,,9240,3765,1130,11788,1886,2303,3349,1411,4436.73787334831,,673,8284,9881,3437,12541,,1913,598,1074,622,915,4007,3170,4280,1986,3749,1776,4894,1537,1078,6248,2397,3663,10096,5899,7453,3220,2590,4417,,1144,,826,1411.33360203502,51417,738,7010,3454,807,1400,2131,719,,13818,,2364,,1677,4060,2766,791,1930,744,2099,786,2007,776,4095,564,2327,4288,1082,1379,3288,11678,10044,894,13908,1221,1012,2766,4309,2165,4454,4221,,3945,2299,1867,49632,2515.12241137823,4312.62095953101,1138,4658,1446,2179,2946,1044,2590,2584,1191,5281,,5002,12060,663,2979,4844,907,940,1506,,,6880,1855,2754,1895,733,1071,,8176,17370,,10501,1195,1502,2721,4511,1173,1288
1956,1278,1769,1902,32481,8424,,12924,8603,,687,10237,1444,883,878,3392,4141,1932,,2719,2672,4390,537,1492,13791,14507.0601800455,6285,1189,1824,1229,1224,1884,3811,606,1047,3668,6551,2740,3688,,9846,3810,1203,11858,2008,2475,3381,1443,4763.96260295763,,682,8440,10278,3539,12639,,1970,610,1086,703,940,4313,3347,4450,2080,3564,1897,4632,1533,1117,6212,2541,3808,10323,6153,7745,3491,3410,4699,,1173,,912,1381.98276854527,52404,744,6663,3494,950,1433,2091,735,,14343,,2313,,1709,4213,2799,803,2150,781,1906,810,1980,797,4106,599,2399,4340,1103,1309,3186,11953,10480,925,14346,1274,1017,2836,4385,2248,4565,4525,,4087,2335,1930,50628,2587.60262286402,4615.27889387285,1156,4901,1556,2212,3241,1070,2715,2447,1256,5684,,4889,12428,673,2949,5592,926,955,1482,,,8064,1949,2777,1926,724,1100,,8225,17397,,11136,1218,1508,2560,4645,1280,1422
1957,1253,1908,2023,32329,8705,,12895,9111,,701,10353,1414,905,845,3714,4262,2214,,2573,2793,4646,544,1522,13719,14667.650420408,6758,1195,1852,1256,1237,1914,3826,615,1012,3835,6886,2922,3848,,10348,3848,1239,12696,2066,2699,3437,1474,4893.4889663349,,665,8751,10779,3642,12779,,1978,622,1097,744,958,4557,3424,4626,2107,4203,1752,5051,1613,1084,6239,2817,3666,10079,6363,8158,3934,3354,4999,,1176,,947,1466.76773051341,50126,751,6599,3537,958,1479,2067,749,,14961,,2263,,1741,4403,3062,816,2144,813,2125,835,1986,816,4136,610,2319,4398,1122,1323,3351,12137,10697,915,14418,1325,1036,3054,4479,2299,4721,4729,,4238,2381,2000,49973,2664.58698324302,4850.40182629025,1173,4972,1492,2246,2874,1093,2775,3147,1245,5700,,5432,12899,682,3008,5781,945,969,1451,,,8518,1847,2920,1997,720,1116,,8176,17406,,11923,1235,1516,3045,4704,1302,1473
1958,1298,1978,2114,32473,9083,,13238,9416,,708,10268,1435,929,813,3998,4366,2284,,2576,3005,4855,550,1553,13603,14644.4582568088,6958,1173,1879,1283,1176,1946,3798,618,1004,4152,7348,2922,3660,,10739,3840,1261,12903,2104,2740,3441,1510,5168.9110870509,,674,8725,10927,3749,12698,,1892,630,1097,762,974,4723,3470,4799,2106,4285,1855,5367,1530,1141,6169,3057,3974,10568,6550,8544,3918,3539,5243,,1156,,969,1517.88386369625,47671,759,5510,3545,1020,1545,2074,764,,15093,,2214,,1773,4501,3301,830,2255,778,2072,859,2040,837,4132,618,2252,4409,1143,1270,3258,11926,10603,956,14641,1380,1025,3014,4372,2308,4873,4784,,4259,2453,2048,50042,2747.31827034921,5114.72857333915,1178,5107,1513,2278,2880,1109,2751,3022,1364,6020,,6005,12884,684,3027,4844,966,982,1457,,,8941,2058,2973,2056,708,1092,,7788,16946,,11615,1251,1522,3084,4685,1237,1444
1959,1307,1953,2201,34153,8354,,13753,9645,,736,10533,1457,953,838,4278,4457,2667,,2511,3201,5053,559,1581,13829,15469.5914767422,6409,1117,1898,1310,1191,1977,3942,639,1087,4141,7619,3006,3814,,11440,3948,1226,13767,2047,3178,3524,1545,5079.29993782595,,681,9172,11124,3857,13134,,2106,655,1129,765,1015,4846,3524,4957,2090,4640,1734,5553,1570,1143,6437,3226,4022,10702,7175,9011,4050,3645,5665,,1148,,1036,1555.72719655056,47131,765,5818,3655,1063,1623,2048,773,,15382,,2165,,1804,4497,3381,845,2278,885,2200,885,2109,858,4251,626,2338,4549,1162,1288,3204,12333,10957,971,15350,1435,1009,3124,4275,2393,4935,5161,,4454,2385,2146,52436,2841.96232967415,5326.70195654247,1216,5512,1647,2308,3239,1157,2788,3885,1221,5848,,6304,13211,706,3102,4881,983,995,1581,,,9154,1940,3030,2118,724,1116,,7450,17900,,12078,1262,1529,3547,4774,1458,1474
1960,1326,1997,2313,35758,8861,,14013,10391,,733,11081,1468,971,869,4642,4532,2871,,2560,3398,5316,564,1567,13952,16358.3594046842,6781,1057,2002,1326,1192,1999,3980,679,1135,4328,8142,2994,3496,,12282,4087,1245,14046,2075,3328,3649,1580,5031.56658157244,,701,9931,11792,3982,13780,,2197,671,1167,800,1101,5015,3496,5088,2147,5067,1809,5816,1613,1200,6825,3437,4360,10959,7433,9430,4230,3714,6354,,1157,,1070,1547.69177263856,45929,771,5812,3674,1323,1691,2064,813,,15870,,2118,,1793,4723,3586,851,2383,899,2439,912,2115,913,4396,628,2439,4855,1213,1307,3148,13209,11483,980,15087,1490,1031,3217,4733,2353,5125,5451,,4712,2346,2248,52299,2938.8025721958,5557,1224,5928,1632,2303,3464,1176,2813,3948,1352,6288,,7165,13849,783,3257,4819,974,1058,1718,,,9964,2141,3041,2157,732,1137,,7643,18057,,12116,1274,1537,3778,4847,1530,1495
1961,1309,2225,2332,36949,9344,,13793,10882,,615,11561,1482,1004,899,4897,4594,2925,,2555,3585,5683,575,1597,14080,17307.5627469558,6923,874,2114,1321,1041,2020,4049,671,1173,4340,8389,3068,3845,,12675,4114,1176,14843,1964,2868,3633,1643,5581.43756691161,,722,10613,12302,4415,14118,,2212,703,1318,851,1191,5408,3532,5169,2130,5404,1702,6083,1690,1208,7186,3622,4720,10728,7964,10158,4307,4280,7055,,1093,,1031,1605.84677683157,41622,779,6027,3663,1400,1747,2050,813,,16349,,2138,,1795,4807,3634,840,2361,904,2922,939,2131,1055,5254,644,2538,4787,1239,1313,3277,13074,12106,990,15533,1471,1066,3462,5008,2410,5461,5859,,4972,2396,2287,48516,3109.87385188606,5874,1167,6481,1588,2351,3623,1181,2821,4038,1454,6532,,7760,14564,861,2995,5050,971,1103,1753,,,10155,2289,3022,2228,703,1093,,7740,18175,,12231,1294,1545,3950,4929,1495,1524
1962,1302,2128,2409,38654,9049,,14389,11078,,657,12087,1400,1060,877,5252,4672,2868,,2636,3711,5923,582,1525,14787,17793.9764899977,7071,926,2128,1339,1223,2039,4135,714,1207,4439,8454,2974,4211,,13106,4057,1333,15537,2222,2284,3716,1712,6075.90955503468,,736,10869,12859,4497,14131,,2257,741,1262,899,1310,5577,3543,5780,2174,5509,1828,6315,1653,1208,7390,3586,4809,11435,8396,10882,4339,4176,7614,,1117,,1084,1620.49016551383,42150,787,6089,3612,1788,1798,2067,918,,16370,,2158,,1800,4881,3666,827,2260,966,2847,966,2232,1019,5144,626,2609,5324,1341,1349,3521,13770,12347,998,15511,1728,1114,3647,5230,2450,5325,6183,,5308,2499,2381,46304,3199.49997388008,6229,1296,7085,1653,2370,3775,1216,3062,4237,1549,6599,,8027,15093,1017,3174,6051,1004,1117,1831,,,10383,2198,3142,2326,746,1106,,7498,18976,,12848,1411,1554,4041,5067,1443,1497
1963,1298,2200,2491,39889,8695,,14983,11454,,673,12532,1430,1039,947,5448,4772,3174,,2742,3623,6033,591,1492,15248,18437.8389135498,7336,1034,2378,1366,1248,2059,4140,846,1237,4653,8241,2958,4423,,13367,4092,1372,15513,2291,2818,3698,1785,6631.57269663535,,818,11148,13330,4599,14583,,2270,689,1232,932,1486,6122,3762,6381,2177,6059,1675,6644,1557,1242,7685,3867,4578,12366,8915,11576,4395,4222,8176,,1138,,1135,1720.82412067271,40377,794,5973,3598,2322,1849,2058,995,,16766,,2179,,1747,5118,4261,866,2263,977,3217,996,2106,944,5745,599,2660,5710,1443,1433,3781,14078,12723,1006,16150,1758,1152,3877,5314,2542,5582,6693,,5585,2504,2479,44912,3405.65867250093,6405,1140,7516,1562,2402,4049,1218,3096,4713,1643,6352,,8871,15808,1047,3384,5855,972,1143,1921,,,10708,2480,3374,2463,770,1197,,7450,19514,,13232,1406,1568,4481,5294,1438,1436
1964,1291,2407,2576,40927,9446,,15699,12062,,695,13295,1492,1055,939,5829,4898,3469,,2809,3637,6355,604,1486,15938,19195.446462746,7320,1152,2691,1390,1191,2079,4264,888,1262,4720,8563,3158,3971,,14062,4055,1419,16832,2365,2879,3843,1859,6938.49184363521,,840,11647,14057,4616,15251,,2254,720,1274,1027,1690,6601,3814,6664,2209,6591,1604,6994,1583,1309,7948,4026,4965,13386,9430,11934,4629,4752,9035,,1208,,1074,1834.9778125414,40333,802,6156,3679,3156,1900,2104,1054,,17864,,2201,,1779,5555,5450,888,2343,976,3732,1027,2150,1208,5196,572,2754,6468,1415,1451,4092,15042,13256,1012,16606,1714,1208,3929,5523,2550,5773,7012,,5926,2546,2585,42186,3599.46696361023,6754,980,7978,1505,2389,3800,1215,3282,5166,1733,7076,,9624,16761,1172,3424,5797,929,1275,1991,,,10841,2533,3453,2676,787,1251,,7498,20360,,14019,1427,1576,4941,5499,1588,1519
1965,1290,2544,2670,41705,10155,,16182,12328,,703,13643,1532,1087,969,6137,5058,3569,,2879,3617,6468,612,1466,16694,19802.512491383,7208,1253,2520,1393,1176,2099,4286,870,1286,4983,8820,3088,4825,,14642,4047,1203,17459,2007,2981,4090,1934,7411.98478294517,,872,12226,14609,4626,15545,,2220,756,1368,1097,1898,7187,3900,7414,2314,6741,1588,7029,1567,1229,8051,4388,5241,14100,9997,12111,4894,5074,9459,,1184,,1095,1917.42831867999,37511,810,6572,3639,3889,1946,2118,1054,,18002,,2222,,1734,5737,4933,881,2539,983,3802,1057,2153,1358,5227,633,2876,6728,1490,1505,4340,15618,13852,1019,17341,1678,1229,4151,5729,2603,6036,7519,,6363,2624,2703,41101,3803.368068803,7068,1023,8717,1568,2409,3991,1282,3351,5231,1816,7387,,9589,17239,1320,3351,5598,913,1412,2085,,,11206,2635,3481,2885,792,1242,,7498,21390,,14347,1398,1588,4981,5673,1828,1568
1966,1272,2646,2770,42213,10076,,16324,12930,,716,13989,1549,1082,963,6575,5233,3810,,3014,3747,6873,663,1427,17448,20224.5381975754,7844,1261,2595,1431,1224,2157,4383,937,1309,5193,9151,3185,5083,,14964,4063,1323,17789,2206,2750,4074,1900,7872.84937281018,,888,12471,15213,4761,15757,,2158,759,1545,1165,1953,7570,4033,7412,2364,7184,1546,7406,1535,1215,8097,4686,5338,15058,9867,12659,4988,5000,10370,,1294,,1116,2093.88798132793,38335,818,6811,4208,4417,1989,2047,1025,,18084,,2289,,1733,5950,5308,899,2828,925,3948,1087,2174,1345,4921,679,2942,6808,1441,1414,4342,15838,14258,1071,18111,1722,1294,4331,6038,2636,6362,7957,,6637,2584,2917,50660,4212.69745703004,7517,1065,9726,1510,2404,4317,1342,3464,5649,1921,7657,,10029,17432,1341,3351,5004,878,1503,2251,,,11531,2636,3824,3054,867,1280,,7693,22529,,14174,1369,1605,5311,5762,1683,1541
1967,1277,2753,2876,42416,10200,,17108,13225,,764,14461,1525,1165,921,6886,5423,3724,,3127,3795,7492,719,1452,17658,20742.2525407236,7933,1237,2509,1443,1176,2216,4438,952,1328,5338,9507,3489,5732,,14979,4055,1325,18230,2211,2907,4163,1835,8207.07437363841,,907,12667,15792,4882,16018,,2134,767,1548,1232,2058,7892,4114,7474,2410,7382,1482,7801,1470,1286,8531,5062,5043,14642,9918,13476,5066,4876,11400,,1317,,1143,2232.05350605592,35720,826,6295,4065,4733,2036,2181,1113,,18066,,2359,,1790,6132,5485,910,3014,934,3995,1122,2271,1372,5035,725,2917,6365,1417,1160,4500,16483,15020,1034,17027,2788,1307,4559,6107,2694,6540,8388,,7143,2676,2852,55566,4372.44939730859,7943,1109,10302,1423,2310,4741,1313,3534,5703,2004,7911,,10264,17883,1431,3277,5246,866,1546,2369,,,11679,2558,3929,3300,875,1310,,7305,22842,,14250,1165,1624,5378,5993,1765,1618
1968,1290,2665,2979,42040,10485,,17770,13742,,740,15009,1545,1189,987,6963,5611,3849,,3314,4050,8429,781,1435,18297,21395.3863755189,8053,1178,2758,1508,1189,2275,4581,928,1347,5574,9919,3229,5947,,15723,4028,1288,18868,2150,3151,4264,1827,8598.88130808511,,902,12900,16365,4927,16593,,2101,776,1519,1270,2102,8394,4385,7696,2463,7667,1510,7865,1580,1290,9197,5659,5745,13648,11210,14513,5235,4262,12725,,1366,,1164,2468.48358458018,35546,834,6876,4136,6071,2091,2291,1084,,18774,,2429,,1871,6432,5606,923,3309,976,4160,1154,2469,1471,4602,697,3096,6253,1398,1114,4419,17365,15224,1023,16809,4932,1361,4752,5874,2745,6881,8705,,7767,2699,2636,58010,4366.12022001875,8391,1154,10916,1471,2389,5294,1420,3524,5761,2083,8292,,10822,18428,1329,3470,5270,843,1581,2488,,,12248,2766,4122,3484,894,1304,,7353,23691,,14520,1114,1639,5523,6087,1741,1592
1969,1278,2695,3080,40639,11217,,18428,14555,,717,15969,1551,1199,980,7246,5812,4132,,3379,4313,9247,843,1476,18988,22307.672926555,8187,1264,2737,1551,1262,2335,4744,918,1366,5773,10128,3137,6446,,16641,4018,1388,19974,2316,3355,4366,1914,9299.07016262029,,917,14151,17352,5252,16820,,2112,784,1629,1333,2015,9191,4497,8534,2396,8209,1527,8069,1739,1347,9706,6212,5745,13880,12310,15248,5547,4420,14145,,1404,,1151,2764.15336626157,33415,842,6824,4309,6539,2150,2329,1074,,20516,,2503,,1900,6629,6129,899,3483,998,4546,1189,2699,1425,4758,722,3196,6303,1326,1372,4564,18270,15779,1049,18348,6028,1411,4976,5859,2789,6760,9306,,7949,2730,2791,56236,4501.12429754743,8563,1243,11429,1521,2171,5931,1525,3520,6379,2165,8329,,11775,19215,1350,3379,6059,881,1707,2608,,,12588,2805,4267,3720,883,1404,,7740,24195,,14655,1178,1658,6001,6290,1683,1731
1970,1272,2818,3194,39135,11639,,19166,15537,,893,16914,1543,1188,1004,7608,6038,4251,,3469,4635,10197,907,1508,19207,23478.991767023,8195,1398,2882,1565,1224,2396,4932,961,1385,5984,10307,2976,6590,8748,17277,4774,1492,20221,2488,3585,4535,1999,9502.93989062928,,948,15266,18187,5587,17162,,2270,795,1422,1395,1934,9900,4653,9250,2391,8751,1567,8015,1882,1384,9881,6677,5536,14830,12913,15492,6135,3818,15484,,1458,,1031,2974.80727329566,48927,850,7084,4457,6591,2203,2389,1073,,20763,,2576,,1954,6873,6545,934,3889,1023,4857,1226,2778,1548,4662,713,3314,6164,1337,1744,4463,19075,15983,1055,17835,6056,1517,5131,6143,2812,7058,10117,,8724,2825,3008,51921,4547.40214618321,9234,1337,12153,1415,2287,6650,1553,3488,6515,2243,8886,,12803,20269,1704,3537,5643,880,1631,2700,,,13141,2912,4398,4044,905,1382,,8030,23958,,15289,1172,1961,6288,6448,1710,2043
1971,1237,2754,3322,39540,12003,,19590,16259,,902,17486,1535,1219,934,7814,6349,4490,,3513,5024,10514,1113,1427,20024,24486.9781291002,8773,1446,2874,1578,1267,2546,5091,974,1435,6199,10613,3161,7382,9177,17657,4846,1578,20617,2678,3188,4658,2045,9885.87730470188,,968,15565,18881,6027,17440,,2377,822,1376,1333,1989,10559,4801,9787,2404,9414,1651,8349,1946,1364,10128,7296,5686,16606,13885,15683,6062,3771,16004,,1500,,980,3221.67449377507,49302,875,7533,4544,6008,2265,2322,952,,21117,,2654,,1986,6912,6884,945,3987,1036,4994,1246,2895,1533,4804,794,3475,6258,1382,1894,4533,19636,16692,1022,18452,5923,1484,5471,6242,2882,7503,10587,,9358,2906,3338,59731,5134.18671834013,9567,1315,13509,1471,2216,7318,1535,3553,7084,2326,9033,,13657,20320,1722,3987,5992,877,1699,2750,,,13185,3159,4715,4470,915,1385,,7933,24394,,15192,1202,2254,6730,6591,1661,2157
1972,1007,2729,3451,39540,12170,,19772,17169,,866,18336,1640,1253,807,8145,6692,4661,,3602,5480,10567,1361,1368,20837,25356.9109020439,8520,1431,2887,1612,1235,2582,5348,966,1457,6564,10932,3253,7809,9626,18301,4787,1674,21579,2928,3746,4801,2047,10787.6926659897,,995,16654,19549,6559,18002,,2235,826,1334,1412,2007,11795,5037,10632,2448,9631,1635,8505,2117,1329,10621,8247,5297,17366,15108,16035,6150,3754,17110,,1524,,920,3387.89053461182,48283,886,8228,4568,6237,2279,2327,1108,,22236,,2660,,1916,7256,7127,971,4299,1023,5206,1256,2906,1511,5128,851,3649,6156,1282,1908,4543,20079,17409,1034,18889,6271,1455,5571,6264,2954,7986,11046,,10130,3017,3797,62416,5413.41779052776,9785,1282,15138,1400,2289,8155,1525,3668,7347,2324,8995,,14269,20725,1889,4149,7243,800,1709,2786,,,13753,3645,4929,4962,945,1364,,7643,25414,,15135,1278,2383,6948,6550,1761,2268
1973,1011,2852,3623,39669,12691,9806,20527,17908,7068,921,19399,1666,1172,792,8423,6975,4801,8341,3757,6086,10635,1589,1403,22058,26003.7151749567,7911,1513,2974,1599,1305,2950,5577,1006,1470,6884,11223,3486,7913,10026,19074,4801,1793,22228,3196,3757,5244,2063,11629.7017372387,13799,1004,17669,20441,6935,19168,9456,2227,821,1411,1411,2204,12202,5255,11717,2544,9969,1678,8920,2375,1360,10946,8706,5982,18277,15374,16950,6583,3806,18226,12154,1546,5941,1239,3822.04579946319,42542,944,8397,4603,6005,2268,2378,1364,12103,23820,12506,2700,8552,1824,7597,7471,926,4442,1001,5137,1328,2986,1473,5668,896,4081,6177,1039,2012,4637,20851,18050,1009,19804,5227,1521,5719,6413,3131,8512,11639,,11258,3150,3537,68407,5541.71336160821,10492,1288,17598,1243,2096,8894,1553,3767,7716,2313,9658,,15079,21509,1902,4468,6403,746,1591,2987,6527,7693,13844,3540,5050,5496,945,1331,7849,7885,26602,8125,15540,1333,2614,7226,6655,1693,2283
1974,1039,2727,3637,45347,13284,,20698,18583,,904,20153,1733,1132,872,8630,7291,5112,,3854,6416,10080,1656,1333,22643,25718.2703729681,7857,1519,2931,1632,1312,2848,5767,1004,1497,7061,11545,3609,6503,10444,19228,4414,1894,21919,3295,3870,5392,2099,12379.9497161515,,993,18109,20902,9083,18903,,2319,848,1452,1458,2466,11716,5461,11719,2797,10786,1742,9111,2439,1344,11225,9210,6097,19054,15980,17607,6229,3995,17765,,1564,,1049,4112.60132503237,34962,958,8383,4616,6923,2356,2418,1414,,24503,,2791,,1816,7801,7803,883,4863,1033,5394,1342,2684,1570,6038,928,4285,6387,1105,2179,5064,21514,18691,1052,20529,5644,1533,5695,6566,3154,8928,11552,,11234,3319,4159,57594,5796.99602658267,10801,1262,19659,1328,2118,9314,1581,3912,8322,2399,9844,,16420,22132,2204,4457,7685,829,1612,3045,,,14430,3735,5353,5455,937,1302,,8176,26286,,15943,1248,2703,7767,6853,1776,2275
1975,1074,1710,3649,40591,12946,,20993,18564,,883,19831,1570,1068,843,9295,6252,5247,,4010,6582,9825,1712,1323,22819,24467.991703049,6731,1594,2812,1677,1213,2745,5772,1038,1237,7007,11794,3733,5528,10954,19193,4691,1940,21712,3365,4020,5514,2265,12613.3241179165,,972,18237,20653,9985,18884,,1988,854,1497,1479,3080,12309,5439,11456,2764,11053,1726,9253,2386,1430,11662,9377,6878,18935,16176,17123,6129,4117,18082,,1502,,925,4362.00674670652,28950,999,5742,4326,6872,2428,2434,1270,,22643,,2919,,1795,8011,8064,982,5738,1057,5512,1387,2238,1699,6030,934,4221,6293,1050,2051,5013,21318,19560,1047,19907,6802,1559,5649,6896,3241,9258,11073,,10388,3464,4085,54866,5995.45066230281,11164,1199,18788,1451,2225,9602,1551,4030,8498,2469,9779,,17205,22607,2856,4506,8878,952,1556,3123,,,14534,3899,5719,5614,956,1243,,8563,25956,,16385,1132,2844,7976,6808,1659,2235
1976,1105,1521,3665,40803,12696,,21613,19448,,956,20916,1548,1039,862,9535,6875,5268,,4219,7079,10222,1801,1345,23754,24752.9073088839,6868,1519,3017,1664,1111,2794,5918,1009,1251,7182,11893,3786,6652,11317,20218,4878,2066,23059,3504,4157,5877,2560,13044.9859936766,,974,18104,21465,12747,19311,,1878,905,1436,1443,3453,12919,5705,12929,2954,11469,1835,9231,2536,1417,11639,10665,8007,19877,16053,18147,5681,4935,18600,,1503,,1025,4855.94072488161,28956,1023,2442,4415,8142,2820,2464,1447,,23100,,3175,,1694,8131,8319,1090,6684,1103,5740,1401,2064,1779,7264,942,4638,6150,1033,2208,5099,22132,20610,1071,20161,7328,1604,5604,6808,3430,9397,11308,,10861,3629,4605,55169,6243.14631944519,11426,1387,19297,1664,2370,10178,1511,4084,8877,2432,10143,,17462,22765,3142,5149,9526,918,1505,3333,,,15696,4095,6110,6245,996,1219,,8853,27058,,17174,1290,3193,8207,6802,1707,2163
1977,1022,1500,3681,41915,13236,,21592,20350,,1020,21025,1570,1090,843,9398,7084,5647,,4289,7248,10541,1889,1417,24265,25430.5674454033,7438,1583,3033,1706,1086,2517,6046,966,1176,7602,12344,3913,7704,11634,20837,4036,2117,23360,3586,4398,6073,2817,13335.2121388885,,977,18100,22177,10849,19740,,1882,858,1417,1317,3668,13158,6005,13986,3153,12385,1808,9765,2670,1494,12425,10205,7957,21465,15721,18599,5501,5072,19230,,1580,,1143,5367.79488735547,26168,993,4417,4339,8682,3027,2582,1658,,23417,,3268,,1691,8177,8738,1148,7438,1148,6298,1470,2013,1742,7610,961,4903,5984,1087,2220,5247,22598,21399,1081,19110,6998,1631,5512,6626,3524,9483,11832,,11422,3945,4439,45999,6322.24033528832,11692,1409,20824,1857,2236,10790,1495,4221,9529,2911,10288,,18595,22322,3083,5491,9094,830,1543,3585,,,16412,4132,6271,6752,993,1207,,8950,28001,,17693,1304,3446,8780,6623,1578,1946
1978,1070,1530,3696,35936,12444,,21948,20293,,1042,21605,1519,1189,878,9594,7037,5977,,4328,7425,11014,2005,1398,24994,26158.8002988737,7936,1744,3202,1744,993,2595,6443,964,1275,7763,12411,4114,8257,12055,21447,3419,2365,23632,3583,4812,6314,2939,13568.6761176162,,952,18425,22698,8013,20448,,2008,897,1446,1465,3451,13860,6156,14689,3346,13265,1859,9967,2727,1540,13150,8710,9075,22579,16139,19230,5482,5926,20060,,1656,,1291,5856.49651833948,26363,991,4218,4463,8730,3196,2694,1934,,24331,,3298,,1604,8690,9341,1101,8080,1205,6583,1537,1969,1581,7763,1015,5214,6027,1205,2028,4771,22992,22061,1105,19182,6513,1720,5946,6454,3606,9741,12463,,11700,4302,4874,47072,6476.15652265552,11829,1495,20593,1766,2082,11588,1524,4375,9958,2909,10455,,20014,22646,3030,5906,9561,808,1650,3861,,,18042,4304,6350,7519,993,1111,,9483,29286,,17481,1285,3636,9283,6653,1541,1964
